Discharge Time (s),Charging time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),,RUL
1701.44,8182.88,3.953,3.528,3434.289,4328.29,,647
1699.14,8159.24,3.953,3.529,3422.321,4328.32,,646
1697.25,8180.1,3.952,3.53,3416.352,4292.35,,645
1695.97,8181.86,3.952,3.529,3410.36,4292.36,,644
1767.97,8086.31,3.954,3.529,3413.959,4328.36,,643
1760.88,8339.56,3.951,3.492,3629.96,4544.36,,642
1753.88,8357.22,3.949,3.495,3602.391,4508.39,,641
1678.66,8441.59,3.948,3.498,3536.344,4436.34,,640
1678.75,8132.55,3.949,3.533,3344.36,4220.36,,639
1681.25,8142.98,3.95,3.532,3350.39,4256.39,,638
1675.52,8123.64,3.949,3.532,3356.312,4256.31,,637
1672.7,8108.33,3.949,3.532,3338.328,4220.33,,636
1625.86,5277.63,3.939,4.053,302.352,1124.35,,634
1636.25,8085.09,3.945,3.544,3176.32,4076.32,,633
1636.58,8071.55,3.947,3.541,3206.287,4076.29,,632
1635.81,8070.05,3.947,3.54,3206.321,4076.32,,631
1634.79,8050.24,3.947,3.54,3200.352,4076.35,,630
1633.18,8088.03,3.947,3.54,3197.92,4076.32,,629
1632.26,8076.51,3.947,3.54,3190.751,4076.38,,628
1629.89,8055.01,3.947,3.54,3188.324,4076.32,,627
1627.68,8079.61,3.946,3.54,3176.321,4076.32,,626
1625.63,8056.26,3.946,3.541,3169.121,4040.32,,625
1623.46,8035.39,3.945,3.542,3161.951,4040.35,,624
1622.49,8045.76,3.945,3.542,3158.352,4040.35,,623
1620.49,8036.35,3.945,3.542,3152.362333,4040.35,,622
1619.49,8055.36,3.945,3.543,3146.383,4040.38,,621
1617.12,8013.61,3.945,3.542,3140.234,4040.23,,620
1615.2,8035.83,3.945,3.542,3134.312,4004.31,,619
1612.7,8029.22,3.944,3.544,3128.473667,4004.48,,618
1610.78,8031.55,3.944,3.543,3122.219,4004.25,,617
1608.36,8032.36,3.943,3.543,3116.359,4004.36,,616
1606.06,8019.17,3.943,3.544,3110.36,4004.36,,615
1605.64,8021.73,3.944,3.546,3104.359,3968.36,,614
1604.16,8013.7,3.944,3.545,3098.36,3968.36,,613
1602.95,8050.02,3.944,3.545,3097.175,3968.38,,612
1585.98,8225.38,3.941,3.755,2940.343,3884.98,,611
196104.06,73443.4,4.256,3.315,62039.996,73443.4,,610
1635.42,10009.7,3.932,3.516,3903.552,4976.35,,609
1645.38,8262.91,3.938,3.559,3226.752,4112.35,,608
1648,8176.8,3.939,3.556,3260.385,4148.38,,607
1646.34,8140.45,3.94,3.555,3266.349,4148.35,,606
1645.54,8123.23,3.941,3.555,3260.352,4148.35,,605
1642.98,8074.56,3.941,3.554,3255.556,4112.36,,604
1640.45,8031.84,3.94,3.554,3248.258,5576.71,,603
1638.66,8120.96,3.941,3.554,3236.227,4112.23,,602
1636.39,8103.84,3.941,3.553,3230.32,4112.32,,601
1633.57,8109.85,3.94,3.553,3219.512,4112.31,,600
1630.82,8086.11,3.941,3.553,3206.351,4076.35,,599
1628.38,8089.82,3.941,3.552,3200.25,4076.25,,598
1625.89,8068.96,3.941,3.552,3188.227,4076.23,,597
1623.88,8070.71,3.941,3.553,3182.383,4040.38,,596
1621.17,8069.28,3.94,3.552,3176.359,4040.36,,595
1618.84,8100.16,3.94,3.552,3170.312,4040.31,,594
1615.81,8078.75,3.94,3.552,3158.266,4040.27,,593
1699.23,8007.17,3.942,3.552,3152.36,4040.36,,592
1690.41,8296.06,3.939,3.517,3404.375,4292.38,,591
1685.5,8277.34,3.938,3.521,3374.344,4256.34,,590
1683.02,8309.28,3.937,3.521,3356.344,4256.34,,589
1680.7,8294.41,3.937,3.522,3349.128,4220.33,,588
1679.05,8308,3.936,3.523,3338.25,4220.25,,587
1643.59,8579.94,3.921,3.729,3157.375,4116,,586
1657.81,8411.72,3.92,3.83,3068.344,4004.34,,585
1672.72,8310.75,3.928,3.534,3260.25,4148.25,,584
1679.19,8300,3.933,3.527,3313.144,4184.34,,583
1679.25,8280.97,3.933,3.523,3332.375,4220.38,,582
1678.75,8313.16,3.935,3.522,3334.713,4220.31,,581
1675.75,8278.72,3.934,3.523,3332.343,4220.34,,580
1672.69,8281.41,3.934,3.522,3326.188,4220.19,,579
1669.84,8302.81,3.934,3.523,3314.313,4184.31,,578
1667.25,8302.28,3.934,3.523,3302.343,4184.34,,577
1664.78,8268.09,3.934,3.524,3296.375,4184.38,,576
1662.56,8260.31,3.933,3.525,3284.312,4184.31,,575
1660.44,8271.47,3.932,3.525,3278.281,4148.28,,574
1658.25,8238.09,3.932,3.525,3272.344,4148.34,,573
1657,8271.62,3.932,3.526,3266.375,4148.38,,572
1654.91,8261.44,3.932,3.526,3260.344,4148.34,,571
1652.59,8240.72,3.932,3.526,3254.344,4148.34,,570
1650.56,8242.59,3.932,3.528,3248.343,4112.34,,569
1644,8227.91,3.932,3.528,3236.313,4112.31,,568
1647.5,8253.16,3.932,3.527,3230.344,4112.34,,567
1646.19,8250.62,3.932,3.527,3226.562,4114.56,,566
1644.5,8249.34,3.931,3.528,3218.313,4112.31,,565
1642.75,8239.59,3.931,3.528,3212.312,4112.31,,564
1640.22,8228.91,3.931,3.529,3205.175,4076.38,,563
1606.88,8388.59,3.917,3.73,3045.281,3997.03,,562
1622,8315.12,3.916,3.841,2948.25,3896.25,,561
1629.44,8278.88,3.921,3.54,3140.313,4004.31,,560
1632.12,8856.31,3.924,3.536,3161.975,4643.5,,559
1639,8300.88,3.93,3.534,3176.313,4040.31,,558
1636.06,8279,3.93,3.532,3200.375,4076.38,,557
1634.19,8281.94,3.929,3.532,3188.313,4076.31,,556
1631.81,8268.94,3.929,3.532,3182.25,4076.25,,555
1632.25,8275.38,3.93,3.533,3176.375,4040.38,,554
1628.69,8271.81,3.928,3.532,3176.312,4040.31,,553
1628.56,8259.62,3.928,3.533,3164.375,4040.38,,552
1628,8273.88,3.929,3.533,3170.438,4040.44,,551
1625.69,8245.06,3.929,3.533,3169.05,4040.25,,550
1623.25,8237.38,3.928,3.533,3158.375,4040.38,,549
1620.62,8239.69,3.928,3.534,3152.375,4040.38,,548
1617.69,8180.81,3.928,3.534,3140.312,4004.31,,547
1616,8214.44,3.928,3.535,3133.112,4004.31,,546
1614.56,8200.31,3.927,3.536,3125.912,4004.31,,545
1613.44,8228.38,3.928,3.536,3116.313,4004.31,,544
1611.75,8205.94,3.928,3.535,3116.313,4004.31,,543
1609.94,8148.81,3.928,3.536,3110.313,3968.31,,542
1609,8191.62,3.928,3.537,3104.25,3968.25,,541
1607.56,8220.38,3.928,3.536,3104.25,3968.25,,540
1604.75,8222.88,3.927,3.537,3092.187,3968.19,,539
1576.81,8444.38,3.914,3.741,2919.312,3871,,538
1595.38,8369.19,3.914,3.849,2834.375,3788.38,,537
1597.25,8263.75,3.919,3.544,3050.375,3932.38,,536
1600.69,8259.88,3.921,3.543,3050.313,3932.31,,535
1606.44,8245.94,3.925,3.542,3068.375,3932.38,,534
1606.75,8234.94,3.925,3.54,3086.25,3968.25,,533
1603.12,8222.38,3.926,3.539,3086.313,3968.31,,532
1601.06,8236.25,3.924,3.54,3074.312,3932.31,,531
1598.88,8240.88,3.925,3.54,3068.312,3932.31,,530
1599.69,8231.94,3.925,3.541,3061.175,3932.38,,529
1595.81,8222.94,3.924,3.539,3062.312,3932.31,,528
1593.25,8194.5,3.923,3.541,3050.312,3932.31,,527
1593.25,8173.06,3.924,3.541,3044.375,3932.38,,526
1592.19,8163.06,3.924,3.541,3044.25,3932.25,,525
1584,8160.62,3.923,3.542,3039.575,3932.38,,524
1589.56,8149.5,3.923,3.541,3038.313,3896.31,,523
1588.75,8177.06,3.922,3.541,3032.312,3896.31,,522
1587.25,8169.19,3.922,3.541,3032.375,3896.38,,521
1584.88,8186,3.922,3.542,3026.312,3896.31,,520
1581.88,8164.44,3.921,3.543,3020.375,3896.38,,519
1578.88,8170.38,3.921,3.543,3014.312,3896.31,,518
1575.94,8133.75,3.92,3.544,3003.513,3860.31,,517
1573.88,8122.12,3.92,3.544,2996.25,3860.25,,516
1571.5,8074.38,3.919,3.545,2990.375,3860.38,,515
1545.88,8415.62,3.91,3.744,2807.25,3752,,514
190639.55,71163.81,4.247,3.323,59789.986,71163.81,,513
1582.43,10440,3.895,3.571,3500.352,4652.35,,512
1602.05,8378.82,3.909,3.566,3044.353,3932.35,,511
1609.82,8294.34,3.913,3.56,3110.32,3968.32,,510
1612.67,8288.48,3.915,3.558,3128.318,4004.32,,509
1611.62,8233.38,3.916,3.556,3134.352,4004.35,,508
1610.53,8236.99,3.916,3.556,3133.152,4004.35,,507
1609.34,8265.44,3.917,3.556,3125.854,4004.26,,506
1607.07,8250.17,3.916,3.555,3116.32,3968.32,,505
1605.09,8245.89,3.917,3.556,3110.352,3968.35,,504
1601.53,8234.02,3.917,3.555,3098.29,3968.29,,503
1598.47,8260.45,3.916,3.555,3086.351,3968.35,,502
1594.76,8220.89,3.915,3.555,3074.32,3932.32,,501
1592.87,8259.8,3.916,3.556,3062.32,3932.32,,500
1589.92,8222.01,3.916,3.555,3053.858,3932.26,,499
1587.91,8220.27,3.916,3.555,3046.729,3896.33,,498
1585.86,8234.66,3.916,3.555,3038.359,3896.36,,497
1583.84,8260.97,3.916,3.555,3032.328,3896.33,,496
1580.97,8236.14,3.915,3.555,3026.328,3896.33,,495
1578.52,8203.36,3.915,3.555,3017.819,3896.22,,494
1576.45,8251.23,3.915,3.555,3008.484,3860.48,,493
1573.47,8229.86,3.914,3.556,3002.329,3860.33,,492
1570.94,8180.38,3.914,3.556,2990.375,3860.38,,491
1569.22,8227.67,3.913,3.556,2984.281,3860.28,,490
1527.88,8520.67,3.895,3.743,2772.391,3717,,489
1544.66,8349.81,3.897,3.861,2679.575,3608.38,,488
1561.56,8209.66,3.906,3.567,2900.344,3752.34,,487
1567.19,8231.78,3.91,3.56,2960.312,3824.31,,486
1566.88,8223.72,3.912,3.558,2974.744,3824.34,,485
1564.19,8162.56,3.911,3.557,2972.312,3824.31,,484
1561.19,8170.94,3.912,3.558,2966.344,3824.34,,483
1558.16,8188.59,3.911,3.558,2960.344,3824.34,,482
1555.38,8142.44,3.911,3.558,2948.375,3824.38,,481
1552.56,8156.38,3.911,3.559,2938.869,3788.47,,480
1549.56,8136.09,3.911,3.559,2930.375,3788.38,,479
1547.47,8161.53,3.91,3.56,2918.406,3788.41,,478
1545.34,8151.09,3.91,3.56,2912.468,3788.47,,477
1543.88,8158.66,3.91,3.56,2906.218,3752.22,,476
1542.94,8175.72,3.91,3.561,2895.419,3752.22,,475
1540.66,8134.34,3.91,3.561,2888.219,3752.22,,474
1539.12,8146,3.91,3.561,2882.375,3752.38,,473
1537.06,8139.88,3.909,3.561,2876.344,3752.34,,472
1534.94,8144.38,3.909,3.561,2870.375,3716.38,,471
1533.31,8153.69,3.908,3.563,2864.375,3716.38,,470
1531.62,8144.56,3.908,3.563,2858.25,3716.25,,469
1529.44,8095.56,3.907,3.563,2852.344,3716.34,,468
1528.25,8137.16,3.907,3.563,2846.344,3716.34,,467
1525.56,8118.78,3.907,3.563,2840.344,3716.34,,466
1503.58,7927.39,3.9,3.576,2726.352,3572.35,,463
1509.15,8022.75,3.904,3.572,2780.352,3608.35,,462
1510.05,8061.76,3.904,3.57,2792.32,3644.32,,461
1508.93,8044.45,3.903,3.569,2798.323,3644.32,,460
1507.11,8051.81,3.904,3.57,2798.321,3644.32,,459
1505.15,8077.15,3.903,3.572,2792.481,3644.48,,458
1502.2,8057.57,3.902,3.571,2786.32,3644.32,,457
1503.13,8037.16,3.904,3.57,2780.321,3608.32,,456
1502.17,8071.81,3.905,3.569,2780.32,3644.32,,455
1488,8028.67,3.905,3.571,2780.352,3608.35,,454
1498.43,8064,3.904,3.57,2768.383,3608.38,,453
1497.47,8021.63,3.905,3.57,2765.858,3608.26,,452
1497.44,8054.95,3.905,3.571,2762.352,3608.35,,451
1496.64,8051.81,3.905,3.57,2756.352,3608.35,,450
1495.84,8048,3.905,3.57,2751.544,3608.34,,449
1494.75,8056.81,3.904,3.57,2750.328,3608.33,,448
1492.98,8050.5,3.904,3.571,2744.344,3608.34,,447
1490.75,8029.59,3.903,3.571,2738.312,3572.31,,446
1488.55,8036.33,3.903,3.571,2732.328,3572.33,,445
1486.75,8051.05,3.903,3.572,2726.328,3572.33,,444
1484.8,8025.56,3.903,3.573,2720.313,3572.31,,443
1482.98,8053.77,3.903,3.573,2714.359,3572.36,,442
1440.22,8405.56,3.884,3.764,2492.281,3430.02,,441
1454.5,8164.44,3.885,3.879,2391.543,3320.34,,440
1465.78,8108.56,3.89,3.584,2606.313,3464.31,,439
1474.34,8062.22,3.895,3.581,2648.281,3500.28,,438
1472.66,8042.94,3.896,3.578,2672.313,3536.31,,437
1474.47,8029.16,3.897,3.582,2666.313,3500.31,,436
1474,8051.88,3.897,3.577,2672.281,3536.28,,435
1473.09,8036.84,3.896,3.578,2672.344,3500.34,,434
1472.38,8033.84,3.897,3.577,2672.344,3536.34,,433
1468.38,8018.59,3.896,3.578,2666.375,3500.38,,432
1469.06,8027.91,3.897,3.579,2654.219,3500.22,,431
1467.44,8032.88,3.897,3.578,2660.344,3500.34,,430
1465.06,8008.81,3.897,3.578,2654.344,3500.34,,429
1463.72,8015.53,3.897,3.579,2648.218,3500.22,,428
1462.69,8014.78,3.898,3.579,2643.512,3500.31,,427
1462.16,8003.38,3.897,3.58,2642.25,3500.25,,426
1462.28,8019.66,3.897,3.581,2636.313,3464.31,,425
1460.62,8000.41,3.897,3.58,2630.344,3464.34,,424
1459.75,8004,3.896,3.581,2624.343,3464.34,,423
1457.81,8038.5,3.897,3.58,2624.375,3464.38,,422
1454.94,7986.59,3.897,3.581,2618.375,3464.38,,421
1453.81,8050.72,3.896,3.581,2612.344,3464.34,,420
1452.91,8034.41,3.896,3.581,2606.281,3428.28,,419
1451.94,8049.38,3.896,3.582,2606.313,3428.31,,418
1413.25,8388,3.878,3.769,2394.344,3325,,417
189082.15,69138.08,4.241,3.34,57809.98,69138.08,,416
1393.18,10252.38,3.885,3.598,2580.32,4600.38,,415
1407.39,7949.47,3.9,3.618,2510.352,3320.35,,414
1410.59,7853.76,3.904,3.613,2558.382,3356.38,,413
1409.44,7777.79,3.906,3.612,2569.494857,3356.35,,412
1406.34,7750.91,3.906,3.611,2564.222,3356.22,,411
1402.72,7755.65,3.907,3.612,2552.352,3356.35,,410
1401.22,7743.14,3.907,3.611,2540.356,3356.36,,409
1398.69,7762.3,3.907,3.611,2528.312,3320.31,,408
1380.38,7723.14,3.903,3.611,2516.227,3320.23,,407
1369.63,7685.12,3.9,3.615,2450.32,3248.32,,406
1366.11,7691.17,3.9,3.617,2414.321,3212.32,,405
1365.63,7764.99,3.9,3.616,2402.321,3212.32,,404
1362.88,7720.03,3.899,3.616,2396.258,3212.26,,403
1361.54,7737.66,3.899,3.616,2390.227,3176.23,,402
1359.47,7734.75,3.898,3.616,2384.375,3176.38,,401
1354.17,7713.56,3.897,3.617,2378.359,3176.36,,400
1350.88,7700.92,3.896,3.617,2360.313,3176.31,,399
1345.61,7714.89,3.896,3.617,2348.265,3140.27,,398
1341.34,7716,3.895,3.617,2336.328,3140.33,,397
1335.69,7706.41,3.895,3.618,2322.629714,3104.34,,396
1333.31,7640.25,3.895,3.619,2306.25,3104.25,,395
1330.53,7660.74,3.894,3.619,2300.25,3104.25,,394
1328.45,7649.83,3.895,3.62,2291.819571,3068.39,,393
1295.42,8048.64,3.881,3.794,2051.391,2940,,392
1305.53,7894.44,3.884,3.902,2000.375,2852.38,,391
1317.78,7729.34,3.889,3.627,2214.660714,2996.38,,390
1326.88,7666.56,3.894,3.623,2252.322667,3032.31,,389
1326.03,7654.62,3.895,3.621,2276.313,3068.31,,388
1324.25,7693.31,3.896,3.622,2271.263143,3068.41,,387
1321.59,7680.44,3.895,3.621,2265.964286,3068.25,,386
1318.31,7680.91,3.895,3.621,2258.313,3032.31,,385
1315.72,7652.28,3.895,3.623,2250.504714,3032.22,,384
1314.34,7684.53,3.894,3.622,2240.375,3032.38,,383
1310.66,7647.91,3.894,3.622,2234.343,3032.34,,382
1309.88,7676.38,3.893,3.622,2222.375,3032.38,,381
1308.62,7659.06,3.893,3.622,2219.772571,2996.34,,380
1305.47,7649.38,3.892,3.621,2216.344,2996.34,,379
1304.75,7624.44,3.892,3.622,2210.406,2996.41,,378
1300.12,7628.94,3.892,3.622,2209.454857,2996.31,,377
1295.75,7632,3.891,3.623,2198.344,2996.34,,376
1292.22,7603.47,3.891,3.644,2183.772571,2960.34,,375
1289,7627.94,3.89,3.624,2174.343,2960.34,,374
1284.22,7600.59,3.889,3.625,2156.188,2960.19,,373
1281.09,7612.97,3.888,3.626,2144.407,2924.41,,372
1279.31,7599.22,3.888,3.627,2132.344,2924.31,,371
1278.41,7595.19,3.888,3.627,2132.312,2924.31,,370
1278.88,7600.91,3.888,3.627,2127.200143,2924.34,,369
1246.34,7989.84,3.876,3.803,1897.406,2779,,368
1255.62,7770.84,3.877,3.909,1826.344,2708.34,,367
1256.94,7603,3.88,3.634,2065.517857,2852.38,,366
1263,7500.12,3.882,3.633,2070.660714,2852.38,,365
1269.31,7531.88,3.885,3.631,2091.169143,2888.31,,364
1268,7505.88,3.886,3.631,2108.375,2888.38,,363
1268.62,7554.06,3.886,3.631,2106.597714,2888.31,,362
1265.31,7510.81,3.885,3.63,2102.375,2888.38,,361
1261.19,7500.38,3.885,3.63,2090.312,2888.31,,360
1258.88,7492.75,3.885,3.631,2075.803571,2852.38,,359
1255.38,7468.12,3.884,3.632,2065.392857,2852.25,,358
1255.5,7449,3.885,3.632,2055.169143,2816.31,,357
1256.81,7512.44,3.886,3.632,2055.169143,2816.31,,356
1256.69,7527.44,3.886,3.631,2060.313,2816.31,,355
1257.56,7543.56,3.886,3.631,2062.625,2818.62,,354
1257.44,7546.38,3.886,3.631,2060.25,2852.25,,353
1255.44,7580.56,3.886,3.631,2060.375,2816.38,,352
1255.19,7573.19,3.886,3.632,2054.312,2816.31,,351
1252.31,7599.12,3.885,3.632,2054.375,2816.38,,350
1250.38,7579.56,3.884,3.632,2044.821429,2816.25,,349
1247.12,7553.06,3.883,3.633,2039.740571,2816.31,,348
1245.31,7595.19,3.884,3.633,2034.660714,2816.38,,347
1243.94,7558.62,3.883,3.635,2029.455857,2780.31,,346
1243.62,7550.25,3.884,3.636,2024.25,2780.25,,345
1220.44,7919.06,3.873,3.798,1799.375,2667,,344
1221,7779.5,3.872,3.912,1743.512,2600.31,,343
1227.19,7494.12,3.876,3.641,1962.598714,2744.31,,342
1234.19,7490.19,3.878,3.639,1982.375,2744.38,,341
1238.62,7536.06,3.878,3.637,2000.313,2780.31,,340
1242.12,7503.75,3.88,3.635,2013.964286,2780.25,,339
1239.88,7496.38,3.881,3.634,2030.375,2780.38,,338
1238.25,7454.69,3.88,3.635,2024.187,2780.19,,337
1235.69,7484.38,3.88,3.635,2024.313,2780.38,,336
1234.38,7470.06,3.88,3.636,2012.313,2780.31,,335
1232,7429.94,3.88,3.636,2003.803571,2780.38,,334
1231.38,7441.62,3.88,3.637,1998.660714,2780.38,,333
1232.5,7474.12,3.88,3.638,1993.454857,2744.31,,332
1233,7467,3.88,3.636,1993.455857,2744.31,,331
1231.5,7468.81,3.88,3.636,1993.455857,2744.31,,330
1228.88,7489.62,3.88,3.637,1993.517857,2744.38,,329
1228.56,7473.19,3.88,3.637,1988.313,2744.31,,328
1227.12,7475.25,3.88,3.637,1988.375,2744.38,,327
1224.88,7461.5,3.879,3.638,1983.169143,2744.31,,326
1223.12,7457.88,3.879,3.638,1976.312,2744.31,,325
1221.06,7454.12,3.878,3.638,1972.821429,2744.25,,324
1218.5,7413.12,3.877,3.64,1967.741571,2744.31,,323
1214.56,7461.19,3.877,3.639,1962.535714,2708.25,,322
1211.94,7439.38,3.877,3.641,1952.375,2708.38,,321
1200.06,7858.5,3.87,3.804,1694.375,2555,,320
192382.49,67345.63,4.236,3.351,56100.004,67345.63,,319
1232.67,7845.09,3.873,3.65,2013.939286,2780.22,,312
1235.62,7596.45,3.876,3.647,2034.636714,2780.35,,311
1239.07,7564.77,3.877,3.648,2039.780571,2780.35,,310
1239.74,7539.11,3.877,3.645,2044.860429,2816.29,,309
1241.28,7555.33,3.878,3.646,2042.2695,2816.25,,308
1242.81,7541.31,3.879,3.644,2044.922429,2816.35,,307
1237.86,7547.62,3.878,3.644,2044.891429,2816.32,,306
1238.3,7519.8,3.878,3.645,2029.462857,2780.32,,305
1235.58,7555.91,3.878,3.644,2029.400857,2780.26,,304
1231.39,7505.16,3.876,3.644,2019.208143,2780.35,,303
1231.78,7576.83,3.877,3.644,2012.351,2780.35,,302
1228.48,7496.64,3.875,3.644,2003.647571,2744.22,,301
1231.94,7507.39,3.876,3.644,1993.524857,2744.38,,300
1232.95,7586.09,3.877,3.644,2006.289,2744.29,,299
1232.25,7575.81,3.875,3.643,2003.741571,2744.31,,298
1236.52,7589.86,3.878,3.643,2003.772571,2744.34,,297
1236.61,7612.11,3.877,3.642,2014.198286,2780.48,,296
1228.28,7979.39,3.874,3.802,1785.25,2646.02,,295
1212.36,7842.47,3.868,3.91,1784.328,2636.33,,294
1204.09,7539.91,3.868,3.648,1952.266,2708.27,,293
1198.75,7466.89,3.867,3.65,1928.36,2672.36,,292
1202.08,7457.38,3.868,3.65,1911.170143,2672.31,,291
1204.09,7451.42,3.871,3.649,1922.328,2672.33,,290
1200.03,7497.8,3.868,3.648,1921.470857,2672.33,,289
1211.47,7506.84,3.871,3.649,1910.344,2672.34,,288
1215.38,7462.03,3.874,3.646,1946.344,2708.34,,287
1215.25,7506.59,3.874,3.645,1957.517857,2708.38,,286
1216.59,7512.5,3.875,3.644,1957.486857,2708.34,,285
1215.09,7536.75,3.874,3.644,1957.486857,2708.34,,284
1214.78,7490.38,3.874,3.645,1952.375,2708.38,,283
1209.16,7550.56,3.874,3.645,1952.313,2708.31,,282
1207.12,7517.53,3.873,3.646,1931.740571,2672.31,,281
1206.41,7567.38,3.874,3.646,1928.344,2672.34,,280
1182.19,7070.44,3.863,3.646,1926.628714,4204.28,,279
1189.34,7307.91,3.87,3.652,1864.852429,2600.28,,278
1185.78,7381.09,3.869,3.65,1880.25,2636.25,,277
1184.94,7361.56,3.869,3.651,1874.375,2600.38,,276
1182.44,7411.25,3.869,3.651,1870.026286,2600.31,,275
1192.16,7469.03,3.872,3.651,1859.678571,2600.25,,274
1185.03,7438.47,3.869,3.65,1885.455857,2636.38,,273
1184.69,7410.91,3.87,3.651,1864.883429,2600.31,,272
1189.31,7912.53,3.867,3.809,1638.344,2478,,271
1196.41,7849.06,3.87,3.913,1652.344,2492.34,,270
1184.28,7537.28,3.867,3.649,1900.915429,2636.34,,269
1170.81,7464,3.864,3.652,1864.884429,2600.31,,268
1170.66,7408.78,3.864,3.654,1826.343,2564.34,,267
1171.44,7374.47,3.863,3.654,1826.25,2564.25,,266
1168.28,7375.38,3.863,3.655,1833.933286,2564.22,,265
1167.56,7364.97,3.865,3.654,1828.915429,2564.34,,264
1168.88,7418.31,3.866,3.655,1823.740571,2564.31,,263
1177.31,7440.5,3.869,3.656,1828.821429,2564.25,,262
1181.12,7431.69,3.869,3.653,1854.660714,2600.38,,261
1180.25,7455.31,3.87,3.651,1862.188,2600.19,,260
1180,7424.69,3.869,3.652,1856.437,2600.44,,259
1179.31,7440.12,3.87,3.653,1856.437,2600.44,,258
1178.69,7455.62,3.87,3.652,1856.312,2600.31,,257
1176.81,7414.69,3.869,3.652,1856.375,2600.38,,256
1176.75,7457.62,3.869,3.652,1854.660714,2600.38,,255
1172.75,7417.56,3.869,3.652,1849.392857,2600.25,,254
1166.75,7367.5,3.867,3.653,1839.232143,2564.38,,253
1162.44,7413.75,3.865,3.655,1823.803571,2564.38,,252
1159,7382,3.864,3.655,1808.25,2528.25,,251
1156.62,7358.62,3.863,3.657,1798.089286,2528.38,,250
1156.12,7347.88,3.864,3.656,1798.026286,2528.31,,249
1159.31,7395.5,3.864,3.656,1797.964286,2528.25,,248
1170.56,7802.12,3.865,3.799,1547.375,2387,,247
1169.94,7880.25,3.865,3.915,1604.25,2420.25,,246
1160.06,7523.44,3.864,3.655,1834.089286,2564.38,,245
1153.31,7450.25,3.863,3.658,1803.107143,2528.25,,244
1144.25,7356,3.86,3.659,1784.25,2528.25,,243
1136,7387.31,3.858,3.66,1756.759429,2492.19,,242
1141.88,7342.56,3.86,3.663,1736.313,2456.31,,241
1134.19,7344.69,3.858,3.66,1751.615571,2456.19,,240
1143.06,7329.56,3.861,3.661,1731.107143,2456.25,,239
1140.81,7359.5,3.86,3.66,1756.821429,2492.25,,238
1141.81,7382.94,3.86,3.66,1751.616571,2456.19,,237
1149.69,7369.75,3.863,3.661,1756.946429,2492.38,,236
1149.69,7372.75,3.864,3.658,1772.312,2492.31,,235
1151.44,7364.81,3.864,3.658,1772.187,2492.19,,234
1151.69,7427.12,3.864,3.658,1777.392857,2492.25,,233
1154.38,7435.38,3.863,3.658,1777.392857,2492.25,,232
1154.5,7388.25,3.864,3.657,1787.678571,2492.25,,231
1152.94,7422,3.863,3.656,1787.740571,2492.31,,230
1148.19,7423.88,3.863,3.66,1782.660714,2492.38,,229
1144.56,7409.12,3.861,3.658,1772.375,2492.38,,228
1136.75,7405,3.86,3.659,1762.151286,2492.44,,227
1134.94,7393.06,3.86,3.661,1741.517857,2456.38,,226
1133.81,7364.44,3.86,3.661,1736.312,2456.31,,225
1131.38,7386.12,3.859,3.662,1731.170143,2456.31,,224
1142.44,7887.81,3.858,3.804,1463.375,2289,,223
1147.42,7628.77,3.857,3.662,1777.430857,2492.29,,214
1147.39,7470.59,3.857,3.662,1784.32,2492.32,,213
1145.18,7444.35,3.858,3.662,1782.639714,2492.35,,212
1140.1,7394.02,3.857,3.662,1772.32,2492.32,,211
1139.75,7384.35,3.858,3.664,1756.828429,2492.26,,210
1137.6,7369.51,3.858,3.663,1756.927429,2456.36,,209
1142.95,7420.67,3.859,3.665,1751.749571,2456.32,,208
1139.07,7412.26,3.859,3.662,1767.239143,2492.38,,207
1138.53,7396.09,3.859,3.664,1751.748571,2456.32,,206
1145.66,7427.77,3.861,3.664,1751.655571,2456.23,,205
1144.77,7487.62,3.86,3.661,1767.115143,2492.29,,204
1139.2,7395.87,3.86,3.663,1767.107143,2492.25,,203
1137.88,7397.22,3.86,3.663,1751.699857,2456.26,,202
1136.16,7396.52,3.861,3.663,1751.779571,2456.35,,201
1136.19,7402.75,3.859,3.663,1746.645714,2456.36,,200
1119.91,7935.33,3.849,3.807,1477.344,2303.02,,199
191180.17,65881.38,4.228,3.353,54540.004,65881.38,,198
1115.2,11610.72,3.84,3.601,2699.32,3860.32,,197
1126.27,7640.61,3.849,3.675,1710.669714,2420.38,,196
1132.13,7437.06,3.852,3.672,1746.637714,2456.35,,195
1138.62,7388.1,3.855,3.671,1762.066286,2456.35,,194
1141.12,7374.56,3.856,3.671,1772.32,2492.32,,193
1145.02,7414.82,3.857,3.669,1781.351,2492.35,,192
1145.31,7423.33,3.857,3.668,1787.650571,2492.22,,191
1145.89,7399.48,3.858,3.667,1787.717571,2492.29,,190
1146.81,7440.04,3.858,3.668,1787.780571,2492.35,,189
1146.02,7435.8,3.857,3.666,1787.749571,2492.32,,188
1144.13,7473.76,3.857,3.666,1787.717571,2492.29,,187
1140.93,7491.55,3.857,3.667,1777.493857,2492.35,,186
1138.14,7415.2,3.857,3.666,1767.209143,2492.35,,185
1137.19,7417.41,3.857,3.668,1762.035286,2456.32,,184
1137.22,7410.27,3.857,3.668,1761.972286,2456.26,,183
